wp,wf,P,stages,volume,n1,Pd1,Np1,Helix1,n2,Pd2,Np2,Helix2,Pd3,Np3,Helix3,s1_bending,s1_contact,s2_bending,s2_contact,s3_bending,s3_contact
2600,316.66666666666663,10.833333333333334,2,324.6049914681442,3.8000000000000025,10,16,20,,10,28,20,,,,12.894004932619934,115.77548375430004,20.944866899919855,127.14582867823167,,
2610,317.5,10.875,2,339.41012586025136,3.0000000000000018,10,16,20,,10,24,20,,,,13.024497678232839,119.5923306153244,20.03995509396632,129.2201783857812,,
2620,318.33333333333337,10.916666666666666,2,318.1331155412939,3.100000000000002,10,18,25,,8,16,15,,,,13.13823631023599,113.97033516253904,15.141569669445975,127.50192959694922,,
2630,319.16666666666663,10.958333333333334,2,332.5244622690777,3.100000000000002,8,14,25,,8,18,20,,,,9.544148152052722,111.1110063485319,16.92019413003748,127.94780669015546,,
2640,320.0,11.0,2,315.78970500000014,3.200000000000002,10,18,25,,10,22,15,,,,13.131537059109679,113.51057869479165,17.30165433678073,124.76725644945334,,
2650,320.83333333333337,11.041666666666666,2,340.4042218910163,2.8000000000000016,8,16,25,,10,20,15,,,,8.323498145333316,97.85931762276631,17.13677116285426,127.49224223187268,,
2660,321.66666666666663,11.083333333333334,2,327.0738525744821,3.300000000000002,8,14,25,,10,22,15,,,,9.519649343818475,110.1925253564511,17.838752084389665,127.16394881712172,,
2670,322.5,11.125,2,309.35635762447,3.8000000000000025,10,16,25,,10,28,20,,,,14.782643701024927,125.84801314617681,20.970942890740044,127.10718871160485,,
2680,323.33333333333337,11.166666666666666,2,342.4339856387498,3.200000000000002,8,12,20,,10,22,15,,,,9.109932091029956,115.95685646207895,17.313629160519202,124.75466517787507,,
