wp,wf,P,stages,volume,n1,Pd1,Np1,Helix1,n2,Pd2,Np2,Helix2,Pd3,Np3,Helix3,s1_bending,s1_contact,s2_bending,s2_contact,s3_bending,s3_contact
2800,333.33333333333337,11.666666666666666,2,367.09710552913174,2.9000000000000017,10,20,25,,8,18,20,,,,10.785543654350356,103.32877224613298,15.889593643908656,122.81402168330838,,
2810,334.16666666666663,11.708333333333334,2,316.4881881143297,3.9000000000000026,10,16,25,,10,28,20,,,,14.825017726226266,125.78252287275845,21.56480833503258,129.1503360468479,,
2820,335.0,11.75,2,325.4142841821957,3.500000000000002,10,16,25,,8,20,20,,,,14.886594528466977,127.52571610575504,14.846784887692484,123.12125219963836,,
2830,335.83333333333337,11.791666666666666,2,316.8577556632946,3.9000000000000026,10,16,25,,10,28,20,,,,14.832962168398481,125.8288028814762,21.572180805268168,129.14234656689408,,
2840,336.66666666666663,11.833333333333334,2,341.6827984198113,3.7000000000000024,10,16,25,,10,26,15,,,,14.865680164354194,126.66797026008226,16.156145516276386,114.06344559386957,,
2850,337.5,11.875,2,326.56142444444464,3.300000000000002,10,18,25,,10,22,15,,,,13.195162023632639,113.49218212166906,17.896219077812027,127.10949368234614,,
2860,338.33333333333337,11.916666666666666,2,317.78754206896565,3.6000000000000023,10,16,25,,10,24,15,,,,14.888014437844944,127.15468045611452,17.440439459079787,122.16950280980865,,
2870,339.16666666666663,11.958333333333334,2,316.77084257388935,3.6000000000000023,10,16,25,,8,20,20,,,,14.891957213640994,127.17777531892264,15.280766259638542,125.3017085890354,,
2880,340.0,12.0,2,353.14831372549,2.7000000000000015,10,20,25,,10,20,15,,,,10.836262820682618,104.61000121449389,16.599369113492703,124.74147590256315,,
