wp,wf,P,stages,volume,n1,Pd1,Np1,Helix1,n2,Pd2,Np2,Helix2,Pd3,Np3,Helix3,s1_bending,s1_contact,s2_bending,s2_contact,s3_bending,s3_contact
2700,325.0,11.25,2,336.6831100062188,3.100000000000002,8,14,25,,8,18,20,,,,9.563275172261193,111.26348892952836,16.939019757409238,127.92892062487213,,
2710,325.83333333333337,11.291666666666666,2,344.33033686730516,4.3000000000000025,8,12,25,,10,30,20,,,,11.110232927043088,125.8789935546859,21.76722319178255,127.89760170515419,,
2720,326.66666666666663,11.333333333333334,2,348.99878808623106,3.300000000000002,10,16,20,,10,26,20,,,,13.00878838517109,118.21593051097398,20.00544122495396,125.84177855566004,,
2730,327.5,11.375,2,338.77227334071404,3.9000000000000026,10,16,25,,10,30,20,,,,14.792865130746048,125.5948911065815,19.784829713740923,120.13905959426522,,
2740,328.33333333333337,11.416666666666666,2,349.4996729109225,3.0000000000000018,10,16,20,,10,22,15,,,,13.071722143573055,119.89108591671425,16.265802063680738,119.9011329911926,,
2750,329.16666666666663,11.458333333333334,2,353.31722277665614,3.9000000000000026,8,12,25,,10,30,20,,,,11.176628175973084,127.45957257204054,19.79174432794803,120.13074871225184,,
2760,330.0,11.5,2,365.9378824942755,2.9000000000000017,8,12,20,,6,12,20,,,,9.168794423142984,117.88468216870011,10.770256875790023,125.95757405524758,,
2770,330.83333333333337,11.541666666666666,2,325.0169699244334,3.300000000000002,10,18,25,,10,22,15,,,,13.165927293321774,113.32088592051605,17.872261515673564,127.12804148664104,,
2780,331.66666666666663,11.583333333333334,2,331.1670189891769,3.9000000000000026,8,12,25,,6,16,25,,,,11.185584806946217,127.53014231234943,13.454619530765815,126.92945394194372,,
2790,332.5,11.625,2,340.3623748657359,4.200000000000003,8,12,25,,10,30,20,,,,11.142223113424459,126.41243763293198,21.300141279461744,125.92436189562487,,
