wp  , wf                , P                 , stages, volume            , n1                , Pd1, Np1, Helix1, n2, Pd2, Np2, Helix2, Pd3, Np3, Helix3, s1_bending        , s1_contact        , s2_bending        , s2_contact        , s3_bending, s3_contact
2400, 300.0             , 10.0              ,      2, 320.36344601899174, 3.7000000000000024,  10,  16,     25,   ,  10,  30,     25,    ,    ,       , 14.68170309066693 , 125.58328164369493, 22.404807350928   , 126.84301216940378,           , 
2410, 300.83333333333337, 10.041666666666666,      2, 325.3902049314771 , 3.8000000000000025,   8,  12,     25,   ,   8,  18,     15,    ,    ,       , 11.086604347605363, 127.03137962568637, 16.204163113333685, 127.58726325463046,           , 
2420, 301.66666666666663, 10.083333333333334,      2, 334.4242040188917 , 3.100000000000002 ,  10,  20,     25,   ,   8,  18,     20,    ,    ,       , 10.636945192161106, 101.5509566671972 , 16.862474043350595, 128.03953017276936,           , 
2430, 302.5             , 10.125            ,      2, 330.7683532445109 , 3.7000000000000024,  10,  16,     25,   ,   8,  22,     20,    ,    ,       , 14.69491668488002 , 125.66179035497524, 13.883146826902488, 115.33384165373121,           , 
2440, 303.33333333333337, 10.166666666666666,      2, 329.8250690109891 , 4.100000000000003 ,  10,  16,     25,   ,  10,  32,     25,    ,    ,       , 14.642532027729425, 124.1436242940746 , 23.055516695362947, 126.55967738562447,           , 
2450, 304.16666666666663, 10.208333333333334,      2, 331.01859255488824, 3.200000000000002 ,  10,  16,     25,   ,   8,  18,     15,    ,    ,       , 14.775266608131561, 128.15664351618872, 13.650994764344228, 114.33621589622231,           , 
2460, 305.0             , 10.25             ,      2, 314.4604858722085 , 3.100000000000002 ,  10,  16,     20,   ,   8,  18,     20,    ,    ,       , 12.943770565961223, 118.65999897287092, 16.87361795466287 , 128.0175448064758 ,           , 
2470, 305.83333333333337, 10.291666666666666,      2, 331.82282576156894, 3.0000000000000018,   8,  12,     20,   ,   6,  12,     20,    ,    ,       ,  9.082126858150252, 116.60866811816712, 11.078174477727293, 128.74002348122497,           , 
2480,306.66666666666663,10.333333333333334,2,322.0399565217393,3.0000000000000018,10,18,20,,6,12,20,,,,11.439127199779898,105.11797182435244,11.080172903455864,128.7340356710286,,
