wp,wf,P,stages,volume,n1,Pd1,Np1,Helix1,n2,Pd2,Np2,Helix2,Pd3,Np3,Helix3,s1_bending,s1_contact,s2_bending,s2_contact,s3_bending,s3_contact
1300,208.33333333333331,5.416666666666667,2,255.57120000000015,4.000000000000003,10,14,20,,10,32,25,,,,14.207596631234836,128.65183675502433,21.930369654129194,127.64772134536602,,
1310,209.16666666666669,5.458333333333333,2,231.62432773038532,2.6000000000000014,10,16,20,,10,20,15,,,,12.527356855021432,118.34172549850278,15.51468110880682,123.62821642529643,,
1320,210.0,5.5,2,227.34362482758632,2.9000000000000017,10,16,25,,8,16,15,,,,14.249691817815732,126.23665347298895,13.857686006459833,124.6339915251466,,
1330,210.83333333333331,5.541666666666667,2,254.4134606399099,3.200000000000002,10,16,25,,10,28,20,,,,14.18340012960154,124.48662858366824,17.217077132990664,116.19962118194074,,
1340,211.66666666666669,5.583333333333333,2,233.55615748031505,3.0000000000000018,10,16,25,,8,16,15,,,,14.234991310357476,125.68644935931343,14.3408592598812,127.31916799087047,,
1350,212.5,5.625,2,265.7986672297298,3.7000000000000024,8,12,25,,10,32,25,,,,10.68801991606658,124.04568573112839,20.34300236057049,120.8812422902153,,
1360,213.33333333333331,5.666666666666667,2,249.50399999999988,3.400000000000002,8,12,25,,10,28,20,,,,10.740233049430852,125.5020325607127,18.29091363981001,120.75056615750333,,
1370,214.16666666666669,5.708333333333333,2,260.7698025774858,2.9000000000000017,10,18,20,,8,18,20,,,,10.990436765689612,102.62972652900869,15.474313061933227,124.69248539218857,,
1380,215.0,5.75,2,231.26183720930243,3.200000000000002,8,12,25,,10,22,15,,,,10.78165748507528,126.6665634831858,16.92676642200965,127.00813329592583,,
1390,215.83333333333331,5.791666666666667,2,270.2651793222429,2.6000000000000014,8,14,25,,8,16,15,,,,9.208447315668154,110.67784199807944,12.437479074373814,115.93072388970087,,
