wp,wf,P,stages,volume,n1,Pd1,Np1,Helix1,n2,Pd2,Np2,Helix2,Pd3,Np3,Helix3,s1_bending,s1_contact,s2_bending,s2_contact,s3_bending,s3_contact
1200,200.0,5.0,2,238.11166122448972,2.100000000000001,10,18,20,,6,10,20,,,,11.073972881846375,107.73716307297843,9.334123062247587,128.86493032267205,,
1210,200.83333333333331,5.041666666666667,2,233.69033660749628,3.200000000000002,8,12,25,,10,28,25,,,,10.697140720713733,125.93546664423674,20.57261591878263,127.19521479608191,,
1220,201.66666666666669,5.083333333333333,2,218.243998799239,2.300000000000001,10,20,25,,10,18,15,,,,10.261604551169372,102.87964047031646,17.732598667696074,128.88127815130312,,
1230,202.5,5.125,2,223.1361325406261,2.9000000000000017,10,16,20,,8,18,20,,,,12.409204809181938,115.98399002451883,15.427693194433827,125.36746896577158,,
1240,203.33333333333331,5.166666666666667,2,233.7983069067454,2.5000000000000013,10,16,20,,10,20,15,,,,12.509310034789255,118.82981341904852,14.893748952640921,120.89295124238345,,
1250,204.16666666666669,5.208333333333333,2,217.9531813775509,2.4000000000000012,10,16,20,,8,14,15,,,,12.539120532162997,119.7091772913101,13.33212152483517,128.46673738033383,,
1260,205.0,5.25,2,240.47539764705888,3.400000000000002,10,16,25,,10,30,25,,,,14.109239383851184,123.16086503528065,20.086981805760242,122.80132446413766,,
