wp,wf,P,stages,volume,n1,Pd1,Np1,Helix1,n2,Pd2,Np2,Helix2,Pd3,Np3,Helix3,s1_bending,s1_contact,s2_bending,s2_contact,s3_bending,s3_contact
3100,358.3333333333333,12.916666666666666,2,338.8849305945849,2.8000000000000016,10,18,25,,10,20,15,,,,13.356007236959956,116.72858977771754,17.265749194314687,127.52089844877871,,
3110,359.1666666666667,12.958333333333334,2,360.2712985788865,3.9000000000000026,8,12,20,,10,24,15,,,,9.120904563533296,113.7305515460969,18.940464474256093,128.4305388381825,,
3120,360.0,13.0,2,366.6930312499999,3.200000000000002,8,12,20,,10,22,15,,,,9.214024707317755,116.86768167271224,17.43996589005098,124.70993495050485,,
3130,360.8333333333333,13.041666666666666,2,312.8975375963389,3.300000000000002,10,16,25,,10,22,15,,,,15.035223477693805,129.23801246315335,17.977540296094123,127.08601721090186,,
3140,361.6666666666667,13.083333333333334,2,360.79093461981586,3.9000000000000026,8,12,20,,10,24,15,,,,9.127589938609287,113.78762598128876,18.94935827434699,128.42381711982344,,
3150,362.5,13.125,2,343.1064732461354,3.0000000000000018,10,18,25,,6,12,20,,,,13.343892416481564,115.63668560785896,11.205939778122564,128.58141063954682,,
3160,363.3333333333333,13.166666666666666,2,360.9083306059248,3.9000000000000026,8,12,25,,8,22,20,,,,11.293933256124049,128.37801655738966,14.79802523981228,118.94430319900013,,
3170,364.1666666666667,13.208333333333334,2,339.63048640732285,3.6000000000000023,10,16,25,,8,18,15,,,,15.006288989480895,127.84412868610515,15.523100427965193,122.8530855988154,,
