wp  , n1 , Pnd, Np1, Helix, Np2, Pnd2, Helix2, sigma_bend_stage1 , percent_diff_bend_stage1, sigma_contact_stage1, percent_diff_contact_stage1, sigma_bend_stage2 , percent_diff_bend_stage2, sigma_contact_stage2, percent_diff_contact_stage2, combined_metric
1200, 2.6,  10,  20,    25,  42,   10,     25, 16.716419363881762,        75.14978839308678,   129.01966501173945,        0.17217808012694066 , 31.114336232929915,      16.85231232036338  ,   129.12848926781575,        0.08786663872171407 ,  92.26214543229882
1300, 2.1,  10,  20,    25,  40,   10,     25, 15.684019655488664,        80.55803667054471,   129.0782692250032 ,        0.1267657203114632  , 32.701139088747325,      11.904156616518573 ,   129.0833293645261 ,        0.12284558844014432 ,  92.7118045958149
1400, 3.8,  10,  18,    25,  44,   10,     25, 17.53747758240426 ,        70.99526047508718,   127.56451968750764,        1.3064156739739896  , 29.744297375755988,      21.31424654924091  ,   128.8681337926461 ,        0.28969510174617635 ,  93.90561780004825
1500, 3.2,  10,  18,    25,  42,   10,     25, 16.551586333754805,        75.99923905823307,   126.42607035695802,        2.2028011860146877  , 31.10680264011424 ,      16.876355685844505 ,   128.74990783563948,        0.3814787591508601  ,  95.45987468924312
1600, 2.4,  10,  18,    25,  40,   10,     25, 15.7883331544729  ,        80.00195172744247,   128.35089616079532,        0.6918698865425448  , 32.651622387340055,      12.05514963109736  ,   127.63886886468677,        1.2481514426499987  ,  93.99712268773239
1700, 2  ,  10,  18,    25,  40,   10,     25, 15.055247436225448,        83.95730901787383,   129.08537582083153,        0.12126022545677886 , 32.46237502054258 ,      12.63421643727236  ,   123.51721662914792,        4.529831550515963   , 101.24261723111893
1800, 1.8,  10,  18,    25,  38,   10,     25, 14.340109757615457,        87.92501017066044,   128.4730504502293 ,        0.5967439995664496  , 34.2571444992247  ,       7.266521374909521 ,   127.7946819683551 ,        1.1261567964241532  ,  96.91443234156057
1900, 1.6,  10,  18,    25,  38,   10,     25, 13.714762856045702,        91.48653304933552,   128.5833738036855 ,        0.5109087492808062  , 34.215973229927826,       7.386615286113391 ,   125.59042864081295,        2.865860815802172   , 102.2499179005319
2000, 2.7,  10,  16,    25,  40,   10,     25, 14.456354098274108,        87.27253773254972,   129.062777492268  ,        0.13876824847914976 , 32.57489377222018 ,      12.289546411917755 ,   125.74133619836104,        2.745798101030142   , 102.44665049397678
2100, 2.4,  10,  16,    25,  40,   10,     25, 13.897766096330406,        90.43519262287725,   128.7412287692549 ,        0.38821998866678337 , 32.436738396636926,      12.712903742076959 ,   123.08268834183818,        4.882052326023248   , 108.41836867964423
2200, 2.1,  10,  16,    25,  38,   10,     25, 13.39001810208111 ,        93.37102683786236,   129.14821566585906,        0.07259124258962911 , 34.24667892037362 ,       7.297035600659198 ,   127.16324330437257,        1.6214619239746018  , 102.36211560508579
2300, 5  ,  10,  14,    25,  42,   10,     25, 14.256601174557805,        88.39557118460672,   129.16726398009345,        0.05784314289312447 , 31.11594387168883 ,      16.847182251919566 ,   129.21067227316564,        0.024242524992148077, 105.32483910441155
2400, 5.2,  10,  14,    25,  42,   10,     25, 13.68097844822393 ,        91.68145487652531,   126.22599272968772,        2.361162537886716   , 31.114336232929915,      16.85231232036338  ,   129.12848926781595,        0.08786663872155999 , 110.98279637349697
2500, 4  ,  10,  14,    25,  40,   10,     25, 13.306709260686183,        93.8584018718878 ,   127.49661248971181,        1.359661091381901   , 32.69494128934647 ,      11.92304400988293  ,   128.8914808919252 ,        0.27157973220959025 , 107.41268670536222
2600, 1.5,  10,  16,    25,  36,   10,     25, 11.675973997307484,       103.73560840261173,   128.60384074969963,        0.4949928596442602  , 36.210987876231314,       1.7229323180035103,   128.78073080124372,        0.3575415214960948  , 106.31107510175559
