wp,wf,P,stages,volume,n1,Pd1,Np1,Helix1,n2,Pd2,Np2,Helix2,Pd3,Np3,Helix3,s1_bending,s1_contact,s2_bending,s2_contact,s3_bending,s3_contact
1200,200.0,5.0,2,217.68862976066583,3.100000000000002,10,16,25,,10,26,20,,,,14.112504223976694,124.47828951435349,18.210658348005023,123.82485145861135,,
1205,200.41666666666669,5.020833333333333,2,209.0404364875803,2.9000000000000017,10,16,25,,8,18,20,,,,14.171283394609603,125.72717386020919,15.419122168280346,125.51017832163289,,
1210,200.83333333333331,5.041666666666667,2,223.98054794855446,3.200000000000002,10,16,25,,10,28,25,,,,14.102317344242136,123.96490018860995,20.57261591878263,127.19521479608191,,
1215,201.25,5.0625,2,217.7336471897758,2.9000000000000017,8,12,25,,10,24,20,,,,10.747547587166236,127.83356541347355,18.80784884632001,129.0602215394356,,
1220,201.66666666666669,5.083333333333333,2,225.49305279099502,2.9000000000000017,10,16,25,,10,26,25,,,,14.181784231507672,125.79568806320145,20.453796310071056,128.98713665426433,,
1225,202.08333333333331,5.104166666666667,2,226.18209574575596,2.9000000000000017,10,16,25,,10,26,25,,,,14.185265473914441,125.81838241116047,20.4567113249851,128.9606729092963,,
1230,202.5,5.125,2,238.94860026143797,3.400000000000002,10,16,25,,10,30,25,,,,14.088747825928241,123.02958664032502,20.069983027773585,122.97179998780304,,
1235,202.91666666666669,5.145833333333333,2,239.20567908201483,3.400000000000002,10,16,25,,10,30,25,,,,14.092185914974445,123.05163569340233,20.072831987413394,122.94264669513684,,
1240,203.33333333333331,5.166666666666667,2,239.46170430086795,3.400000000000002,10,16,25,,10,30,25,,,,14.095614789239491,123.07361636235582,20.075674549559572,122.91379454727416,,
1245,203.75,5.1875,2,223.0899074048702,2.5000000000000013,10,16,25,,10,22,20,,,,14.311172091407874,128.91364560402218,18.071858843670174,128.73912986225335,,
1250,204.16666666666669,5.208333333333333,2,229.36621632653043,3.200000000000002,10,16,25,,10,28,25,,,,14.12991409515674,124.14305013560322,20.596028663116122,126.96635089911273,,
1255,204.58333333333331,5.229166666666667,2,240.2235227219361,3.400000000000002,10,16,25,,10,30,25,,,,14.10584674772071,123.13915299753471,20.08416434390384,122.82900835950844,,
1260,205.0,5.25,2,214.95963886848944,2.9000000000000017,10,16,25,,10,24,20,,,,14.209374296474673,125.97528409211216,18.830163831952937,128.82013237024375,,
1265,205.41666666666669,5.270833333333333,2,231.6283045508087,2.9000000000000017,10,16,25,,10,26,25,,,,14.212782039685777,125.99742481777295,20.479798573048438,128.75909690707374,,
1270,205.83333333333331,5.291666666666667,2,232.01532102804484,3.200000000000002,10,16,25,,10,28,25,,,,14.143493342405703,124.23048974169856,20.607579078104582,126.8589558276304,,
1275,206.25,5.3125,2,232.67310247933867,3.200000000000002,10,16,25,,10,28,25,,,,14.146865989886468,124.25218454736627,20.610450969622093,126.83280186280052,,
1280,206.66666666666669,5.333333333333333,2,233.32909719042647,3.200000000000002,10,16,25,,10,28,25,,,,14.150229889195364,124.27381424713886,20.613316670327123,126.80691914713641,,
1285,207.08333333333331,5.354166666666667,2,233.98331073199742,3.200000000000002,10,16,25,,10,28,25,,,,14.153585098021129,124.29537929824158,20.616176226219828,126.7813044344648,,
1290,207.5,5.375,2,243.84939116760515,3.400000000000002,10,16,25,,10,30,25,,,,14.129410199208703,123.28976835235838,20.103758911799133,122.64105208940705,,
1295,207.91666666666669,5.395833333333333,2,250.84491836133816,3.9000000000000026,10,14,20,,10,32,25,,,,14.218090804404362,129.03117748689314,21.38886241439119,125.51628229531669,,
1300,208.33333333333331,5.416666666666667,2,237.56742000000008,3.300000000000002,10,16,25,,8,22,25,,,,14.14981853645292,123.83123032014291,15.843103757132887,124.23070093728843,,
1305,208.75,5.4375,2,220.47914902649774,2.9000000000000017,10,16,25,,10,24,20,,,,14.239728087884412,126.1721782864976,18.852376922894877,128.60208824769578,,
1310,209.16666666666669,5.458333333333333,2,246.5219208535217,3.400000000000002,10,16,25,,10,30,25,,,,14.142685429924047,123.37443334531135,20.114825335392762,122.53951923809726,,
1315,209.58333333333331,5.479166666666667,2,229.12603934006975,3.300000000000002,10,16,25,,10,28,25,,,,14.159746723646176,123.89470534223337,21.265692010840507,129.1920277818269,,
1320,210.0,5.5,2,247.84728089824142,3.400000000000002,10,16,25,,10,30,25,,,,14.149272783499589,123.41639515195801,20.1203240809788,122.49027334919465,,
1325,210.41666666666669,5.520833333333333,2,248.39736916548802,3.500000000000002,10,16,25,,10,30,25,,,,14.1388109590635,122.96492990906968,20.703741452663866,124.81763318050957,,
1330,210.83333333333331,5.541666666666667,2,248.63501976284593,3.500000000000002,10,16,25,,10,30,25,,,,14.142080897987896,122.98567965787208,20.706558301776735,124.79224000829157,,
1335,211.25,5.5625,2,248.87173288250216,3.500000000000002,10,16,25,,10,30,25,,,,14.145342714939684,123.00636979361482,20.709369376080627,124.76709718488969,,
1340,211.66666666666669,5.583333333333333,2,249.10751406074252,3.500000000000002,10,16,25,,10,30,25,,,,14.148596461215108,123.0270007173046,20.71217471609107,124.74220184334513,,
1345,212.08333333333331,5.604166666666667,2,249.34236879034532,3.500000000000002,10,16,25,,10,30,25,,,,14.15184218759127,123.04757282572946,20.714974361838202,124.71755115881818,,
1350,212.5,5.625,2,249.57630252100847,3.500000000000002,10,16,25,,10,30,25,,,,14.155079944333362,123.06808651151907,20.71776835287442,124.69314234782438,,
1355,212.91666666666669,5.645833333333333,2,226.4568561309334,2.9000000000000017,10,16,25,,10,24,20,,,,14.27265269985732,126.38494322148196,18.876588840033833,128.38292235106394,,
1360,213.33333333333331,5.666666666666667,2,234.5784842975205,3.300000000000002,10,16,25,,10,28,25,,,,14.189088950356686,124.0818630598566,21.29164041323856,128.973110461996,,
1365,213.75,5.6875,2,235.17611432198797,3.300000000000002,10,16,25,,10,28,25,,,,14.19230934924087,124.1023645444609,21.294494480449,128.9499858428128,,
1370,214.16666666666669,5.708333333333333,2,230.59425231355254,3.300000000000002,8,12,25,,10,26,20,,,,10.76092614708727,126.06879955233107,19.453108128399872,128.07119372007648,,
1375,214.58333333333331,5.729166666666667,2,243.55950715430274,3.300000000000002,10,16,25,,8,22,25,,,,14.19872682887331,124.1431958628585,15.867011785544497,123.86672949261323,,
1380,215.0,5.75,2,250.96086378737547,3.500000000000002,10,16,25,,10,30,25,,,,14.174341874578285,123.18996322888968,20.73441570678703,124.5516179769416,,
1385,215.41666666666669,5.770833333333333,2,245.44925345085292,3.300000000000002,8,12,25,,8,20,20,,,,10.768068153301803,126.12999300449191,13.648073758840745,120.91071257684631,,
1390,215.83333333333331,5.791666666666667,2,251.41525648097087,3.500000000000002,10,16,25,,10,30,25,,,,14.180700959827941,123.2301385720843,20.739921306090658,124.50625835958672,,
1395,216.25,5.8125,2,238.72806531557177,3.300000000000002,10,16,25,,10,28,25,,,,14.211469840466739,124.22418228094033,21.31150110621615,128.8159788102438,,
1400,216.66666666666669,5.833333333333333,2,239.314468502127,3.300000000000002,10,16,25,,10,28,25,,,,14.214636708238556,124.24429012620128,21.31431626257123,128.7944111329757,,
1405,217.08333333333331,5.854166666666667,2,239.89928902759266,3.300000000000002,10,16,25,,10,28,25,,,,14.217796112950882,124.26434317984375,21.317126006948474,128.7730561079576,,
1410,217.5,5.875,2,252.31359605911337,3.500000000000002,10,16,25,,10,30,25,,,,14.19332902149288,123.30983126622478,20.750868954856596,124.41814287703689,,
1415,217.91666666666669,5.895833333333333,2,247.6112679316163,3.400000000000002,10,16,25,,8,22,25,,,,14.210266693083232,123.80337525697603,16.360969807263867,126.1291414082884,,
1420,218.33333333333331,5.916666666666667,2,252.75762268266092,3.500000000000002,10,16,25,,10,30,25,,,,14.199598715700972,123.34935419864796,20.756311557508102,124.37534927986503,,
1425,218.75,5.9375,2,248.0423077310925,3.400000000000002,10,16,25,,8,22,25,,,,14.216527878862443,123.84294327791629,16.364210787879085,126.08537792592455,,
1430,219.16666666666669,5.958333333333333,2,242.7998355101272,3.300000000000002,10,16,25,,10,28,25,,,,14.233482741150546,124.36379869516831,21.331094775250243,128.6693900390792,,
1435,219.58333333333331,5.979166666666667,2,243.37527017452544,3.300000000000002,10,16,25,,10,28,25,,,,14.23659829193298,124.38353022405957,21.33387277793056,128.6492629383514,,
1440,220.0,6.0,2,254.07478023275405,3.500000000000002,10,16,25,,10,30,25,,,,14.212051174273746,123.42776677512198,20.767135655974695,124.29219994037615,,
1445,220.41666666666669,6.020833333333333,2,244.5215064878663,3.300000000000002,10,16,25,,10,28,25,,,,14.242807958936645,124.42283636364779,21.339413299460936,128.60959746471562,,
1450,220.83333333333331,6.041666666666667,2,245.09231848750608,3.300000000000002,10,16,25,,10,28,25,,,,14.24590215843516,124.4424116237596,21.34217588344048,128.59005487968557,,
1455,221.25,6.0625,2,247.72016386082268,2.9000000000000017,8,12,25,,10,24,20,,,,10.865088784517324,128.8577951873769,18.923660358799047,128.00744310283105,,
1460,221.66666666666669,6.083333333333333,2,246.22935595796778,3.300000000000002,10,16,25,,10,28,25,,,,14.252069494708628,124.48140812456144,21.347685857978632,128.55153969825588,,
1465,222.08333333333331,6.104166666666667,2,246.7955917057186,3.300000000000002,10,16,25,,10,28,25,,,,14.255142712453559,124.50082999596395,21.350433311550024,128.5325630599988,,
1470,222.5,6.125,2,257.60126600176727,3.500000000000002,10,16,25,,10,30,25,,,,14.230517572855891,123.54384146881029,20.7832228709062,124.17331391835529,,
1475,222.91666666666669,6.145833333333333,2,258.1834906319238,3.500000000000002,10,16,25,,10,30,25,,,,14.23357106117092,123.56301114339081,20.785887093470844,124.15415443356365,,
1480,223.33333333333331,6.166666666666667,2,258.7641515905091,3.500000000000002,10,16,25,,10,30,25,,,,14.236617727938217,123.58213131799255,20.788546544157782,124.13517681529044,,
1485,223.75,6.1875,2,250.5611213079199,3.400000000000002,10,16,25,,8,22,25,,,,14.253498759812727,124.07600140411768,16.383479967275797,125.83958846771543,,
1490,224.16666666666669,6.208333333333333,2,259.9208038415098,3.500000000000002,10,16,25,,10,30,25,,,,14.24269075151442,123.62022436294512,20.79385124599488,124.09775958904004,,
1495,224.58333333333331,6.229166666666667,2,250.16136609158767,3.300000000000002,10,16,25,,10,28,25,,,,14.27343820578146,124.61631131452961,21.366814493036163,128.42251348833517,,
1500,225.0,6.25,2,233.7457499999999,3.0000000000000018,10,16,25,,8,18,20,,,,14.335743281319267,126.33121444499129,16.048838468447922,126.93877056337085,,
1505,225.41666666666669,6.270833333333333,2,261.2422751940851,3.6000000000000023,10,16,25,,10,30,25,,,,14.237924059102442,123.22697851713164,21.38462315977743,126.34105260241293,,
1510,225.83333333333331,6.291666666666667,2,261.44899365313665,3.6000000000000023,10,16,25,,10,30,25,,,,14.2409276815941,123.24573937186071,21.387328474765447,126.32204736300085,,
1515,226.25,6.3125,2,261.65495071823216,3.6000000000000023,10,16,25,,10,30,25,,,,14.243924752950049,123.26445293834664,21.390029041644635,126.30321843282132,,
1520,226.66666666666669,6.333333333333333,2,261.86015058823534,3.6000000000000023,10,16,25,,10,30,25,,,,14.246915309512072,123.28311949606763,21.392724888457728,126.28456400867739,,
1525,227.08333333333331,6.354166666666667,2,262.06459743119274,3.6000000000000023,10,16,25,,10,30,25,,,,14.249899387298493,123.301739321915,21.395416042956324,126.2660823108908,,
1530,227.5,6.375,2,241.29741103099778,3.100000000000002,10,16,25,,6,14,25,,,,14.325841004650359,125.84597403606422,12.091288152259677,128.54899523422387,,
1535,227.91666666666669,6.395833333333333,2,254.56610596646135,3.300000000000002,10,16,25,,10,28,25,,,,14.297459351871334,124.76756945194545,21.38838816707174,128.28542460744168,,
1540,228.33333333333334,6.416666666666667,2,262.6734610218979,3.6000000000000023,10,16,25,,10,30,25,,,,14.258813103418168,123.35732113900406,21.40346162580065,126.21165612380766,,
1545,228.75,6.4375,2,262.8749368306012,3.6000000000000023,10,16,25,,10,30,25,,,,14.261771619953375,123.37575675565867,21.40613428287766,126.19384799199248,,
1550,229.16666666666666,6.458333333333333,2,263.07568000000003,3.6000000000000023,10,16,25,,10,30,25,,,,14.264723833088953,123.39414698721203,21.4088023821729,126.17620402796807,,
1555,229.58333333333334,6.479166666666667,2,263.27569451905634,3.6000000000000023,10,16,25,,10,30,25,,,,14.267669776983356,123.41249209569855,21.411465949775067,126.15872258548944,,
1560,230.0,6.5,2,263.4749843478262,3.6000000000000023,10,16,25,,10,30,25,,,,14.27060948549799,123.43079234078276,21.414125011509,126.14140203933454,,
1565,230.41666666666666,6.520833333333333,2,257.80883576561797,3.300000000000002,10,16,25,,10,28,25,,,,14.315205743870528,124.87905418502062,21.404375261619528,128.1893586573137,,
1570,230.83333333333334,6.541666666666667,2,250.41868496279537,2.9000000000000017,10,16,25,,10,24,20,,,,14.405742933597562,127.23677711424357,18.97580570609159,127.66105427303604,,
1575,231.25,6.5625,2,258.8783691685428,3.300000000000002,10,16,25,,10,28,25,,,,14.321071355851055,124.91585406271581,21.40966861797037,128.15855417222832,,
1580,231.66666666666666,6.583333333333333,2,259.4110245622348,3.300000000000002,10,16,25,,10,28,25,,,,14.323994964467508,124.93418734118686,21.412308719876183,128.14337338952723,,
1585,232.08333333333334,6.604166666666667,2,264.46069974865355,3.6000000000000023,10,16,25,,10,30,25,,,,14.285215662172298,123.52162954114992,21.42735361800785,126.05715730107718,,
1590,232.5,6.625,2,264.6557230107528,3.6000000000000023,10,16,25,,10,30,25,,,,14.288118653302881,123.53966592966135,21.429986172528583,126.0407691395851,,
1595,232.91666666666666,6.645833333333333,2,261.00060310098837,3.300000000000002,10,16,25,,10,28,25,,,,14.33272939027434,124.98892354190097,21.420203012429216,128.09869937612,,
