wp,wf,P,volume,n1,Pd1,Np1,Helix1,Pd2,Np2,Helix2,s1_bending,s1_contact,s2_bending,s2_contact
3380,381.67,14.08,327.99,3.7,10,16,25,8,20,20,15.07,127.84,15.82,127.41
3385,382.08,14.1,328.18,3.7,10,16,25,8,20,20,15.07,127.85,15.82,127.41
3390,382.5,14.12,328.37,3.7,10,16,25,8,20,20,15.07,127.86,15.82,127.41
3395,382.92,14.15,332.13,3.9,10,16,25,10,28,20,15.04,127.05,21.77,129.06
3400,383.33,14.17,328.75,3.7,10,16,25,8,20,20,15.07,127.88,15.83,127.41
3405,383.75,14.19,332.51,3.9,10,16,25,10,28,20,15.05,127.07,21.77,129.06
3410,384.17,14.21,329.13,3.7,10,16,25,8,20,20,15.08,127.9,15.83,127.41
3415,384.58,14.23,332.63,3.7,10,16,25,10,24,15,15.08,127.91,18.07,124.22
3420,385.0,14.25,329.51,3.7,10,16,25,8,20,20,15.08,127.92,15.83,127.41
3425,385.42,14.27,329.7,3.7,10,16,25,8,20,20,15.08,127.93,15.83,127.41
3430,385.83,14.29,329.88,3.7,10,16,25,8,20,20,15.09,127.94,15.83,127.41
3435,386.25,14.31,332.91,3.7,10,16,25,10,24,15,15.09,127.95,18.08,124.22
3440,386.67,14.33,330.26,3.7,10,16,25,8,20,20,15.09,127.96,15.83,127.41
3445,387.08,14.35,330.44,3.7,10,16,25,8,20,20,15.09,127.97,15.84,127.41
3450,387.5,14.38,330.63,3.7,10,16,25,8,20,20,15.09,127.98,15.84,127.41
3455,387.92,14.4,333.19,3.7,10,16,25,10,24,15,15.09,127.99,18.08,124.22
3460,388.33,14.42,331.0,3.7,10,16,25,8,20,20,15.1,128.0,15.84,127.41
3465,388.75,14.44,331.19,3.7,10,16,25,8,20,20,15.1,128.01,15.84,127.41
3470,389.17,14.46,331.37,3.7,10,16,25,8,20,20,15.1,128.02,15.84,127.42
3475,389.58,14.48,331.56,3.7,10,16,25,8,20,20,15.1,128.03,15.84,127.42
3480,390.0,14.5,331.74,3.7,10,16,25,8,20,20,15.1,128.04,15.84,127.42
3485,390.42,14.52,335.53,3.9,10,16,25,10,28,20,15.08,127.22,21.8,129.06
3490,390.83,14.54,332.11,3.7,10,16,25,8,20,20,15.11,128.06,15.85,127.42
3495,391.25,14.56,332.29,3.7,10,16,25,8,20,20,15.11,128.07,15.85,127.42
3500,391.67,14.58,332.47,3.7,10,16,25,8,20,20,15.11,128.08,15.85,127.42
3505,392.08,14.6,332.65,3.7,10,16,25,8,20,20,15.11,128.09,15.85,127.42
3510,392.5,14.62,333.94,3.7,10,16,25,10,24,15,15.11,128.1,18.1,124.23
3515,392.92,14.65,333.02,3.7,10,16,25,8,20,20,15.11,128.11,15.85,127.42
3520,393.33,14.67,333.2,3.7,10,16,25,8,20,20,15.12,128.12,15.85,127.42
3525,393.75,14.69,335.52,3.9,8,12,25,10,24,15,11.39,129.12,19.06,128.39
3530,394.17,14.71,333.56,3.7,10,16,25,8,20,20,15.12,128.14,15.85,127.42
3535,394.58,14.73,333.74,3.7,10,16,25,8,20,20,15.12,128.15,15.86,127.42
3540,395.0,14.75,333.92,3.7,10,16,25,8,20,20,15.12,128.16,15.86,127.42
3545,395.42,14.77,334.1,3.7,10,16,25,8,20,20,15.12,128.17,15.86,127.42
3550,395.83,14.79,334.28,3.7,10,16,25,8,20,20,15.13,128.18,15.86,127.42
3555,396.25,14.81,340.44,3.6,10,16,25,10,24,15,15.14,128.63,17.63,122.14
3560,396.67,14.83,334.62,3.7,10,16,25,10,24,15,15.13,128.2,18.11,124.23
3565,397.08,14.85,334.68,3.7,10,16,25,10,24,15,15.13,128.21,18.11,124.23
3570,397.5,14.88,334.75,3.7,10,16,25,10,24,15,15.13,128.22,18.11,124.23
3575,397.92,14.9,334.81,3.7,10,16,25,10,24,15,15.14,128.23,18.12,124.24
3580,398.33,14.92,334.88,3.7,10,16,25,10,24,15,15.14,128.24,18.12,124.24
3585,398.75,14.94,334.95,3.7,10,16,25,10,24,15,15.14,128.25,18.12,124.24
3590,399.17,14.96,335.01,3.7,10,16,25,10,24,15,15.14,128.26,18.12,124.24
3595,399.58,14.98,341.13,3.8,10,16,25,10,24,15,15.13,127.84,18.6,126.32
3600,400.0,15.0,335.14,3.7,10,16,25,10,24,15,15.14,128.28,18.12,124.24
